name,address,city,state,zip_code,country,region,phone,email,website,status
Comic Cubicle,4809 Courthouse St STE 2,Williamsburg,VA,23188,USA,Southeast,757-229-5299,cmccubicle@aol.com,,Open
Comic Cult,1047 W Carson St,Torrance,CA,90502,USA,West,310-328-5830,comicculttorrance@gmail.com,comiccult.com,Open
Comic Empire of Tulsa,3122 S Mingo Rd,Tulsa,OK,74146,USA,Southwest,918-664-5808,comicempireoftulsa@gmail.com,thecomicempire.com,Open
Comic Explosion,214 E Nepessing St,Lapeer,MI,48446,USA,Midwest,810-667-3972,comic.explosion@gmail.com,facebook.com/pages/comic-explosion/111515155570973,Open
Comic Haven LLC,705 North Church Street,Watertown,WI,53098,USA,Midwest,(920) 262-0880,,instagram.com/comicheaven.llc,Open
Comic Kingdom,595 E Moana Ln,Reno,NV,89502,USA,West,(775) 823-9074,comickingdomreno@gmail.com,facebook.com/renocomickingdom,Open
Comic Quest,23811 Bridger Rd Ste 111,Lake Forest,CA,92630,USA,West,(949) 951-9668,comicquestdon@aol.com,comicquest.org,Open
Comic World,1204 4th Avenue,Huntington,WV,25701,USA,Southeast,(304) 522-3923,,facebook.com/ComicWorld,Open
Comic World,122 E Gannon Ave,Zebulon,NC,27597,USA,South,(919) 404-8011,comicworldzebulon@gmail.com,comicworldzebulon.com,Open
Comic Zen,301 W Main St Apt A,Lansdale,PA,19446,USA,Northeast,(267) 263-4219,comiczenpa@gmail.com,comiczenpa.com,Open
Comics & Stuff,2304 W Gray St,Tampa,FL,33609,USA,South,(813) 405-4797,cardstash@gmail.com,comicstuffonline.com,Open
Comics Are Go,5188 Detroit Rd,Sheffield Village,OH,44035,USA,Midwest,(440) 695-8401,comicsarego@gmail.com,comicsarego.com,Open
Comics Cards and Collectibles,170 Elm Plaza,Waterville,ME,4901,USA,Northeast,(207) 716-1342,,comics-cards-collectibles.myshopify.com,Open
Comics Place,105 E Holly St,Bellingham,WA,98225,USA,West,360-733-2224,info@thecomicsplace.com,thecomicsplace.com,Open
Comics Toons N Toys,13542 Newport Ave,Tustin,CA,92780,USA,West,(714) 730-2117,,webuycomics.squarespace.com,Open
Comics Universe,1869 Highway 45 Bypass,Jackson,TN,38305,USA,Southeast,(731) 664-9131,,facebook.com/ComicsUniverse,Open
Comics Vs Toys,1613 Colorado Blvd,Los Angeles,CA,90041,USA,West,323-258-2300,comicsvstoys@gmail.com,comicsvstoys.com,Open
Comics World,1002 Graham Ave,Windber,PA,15963,USA,Northeast,(814) 467-4116,pcomicon@gmail.com,facebook.com/ComicsWorldPa,Open
Comics and Cool Stuff,300 E High St,Carlisle,PA,17013,USA,Northeast,(717) 210-1192,comicsandcoolstuff@gmail.com,ebay.com/str/funkojoe,Open
Comics-N-Stuff,2525 El Camino Real Suite 260,Carlsbad,CA,92008,USA,West,760-729-2975,,comics-n-stuff.com,Open
Comics-N-Stuff,555 Broadway Ste 214,Chula Vista,CA,91910,USA,West,619-426-2637,,comics-n-stuff.com,Open
Comix Revolution Evanston,606 Davis Street,Evanston,IL,60201,USA,Midwest,(847) 866-8659,comixrev@gmail.com,online-revolution.com,Open
Comix Revolution Mount Prospect,115 W Central Road,Mount Prospect,IL,60056,USA,Midwest,847-506-0800,comixrev1@yahoo.com,online-revolution.com,Open
Comix Revolution,115 W Central Rd,Mt Prospect,IL,60056,USA,Midwest,847-506-0800,comixrev1@yahoo.com,online-revolution.com,Open
Corning Comics & Collectibles,106 Bridge St,Corning,NY,14830,USA,Northeast,607-973-2620,josh@corningcomics.com,corningcomics.com,Open
Cosmic Comics And Toys,28400 Five Mile Rd,Livonia,MI,48154,USA,Midwest,586-420-0834,cosmiccomicsandtoys76@gmail.com,facebook.com/cosmiccomicsandtoys,Open
Cosmic Comix,230 Palm Ave,Auburn,CA,95603,USA,West,530-887-1147,Cosmiccomix@yahoo.com,facebook.com/cosmiccomix,Open
Cosmic Slop Comics-Video,5 E 16th St,Antioch,CA,94509,USA,West,925-754-8740,,facebook.com/cosmicslopcomics,Open
Crazy Eds Comics,1995 NE 147th St,North Miami,FL,33181,USA,Southeast,(305) 947-6776,crazyed@crazyedscomics.com,crazyedscomics.com,Open
Darkstone Comics,69 Brookside Ave Ste 208,Chester,NY,10918,USA,Northeast,(845) 614-5178,admin@darkstonecomics.com,darkstonecomics.com,Open
Daves Comics & Collectibles,1723 Columbus St,Bakersfield,CA,93305,USA,West,(661) 374-4099,,instagram.com/daves_comics_,Open
Davincis Dreamworks,835 17th St #102,Vero Beach,FL,32960,USA,Southeast,(772) 770-3807,,facebook.com/davincisdreamworks,Open
Diggers Comics and Collectibles,114 E Florida Ave,Hemet,CA,92543,USA,West,(951) 484-8248,digger@diggerscomics.com,diggerscomics.com,Open
Dimensions Comics Music & More,1908 Hialeah Dr Ste B,Seabrook,TX,77586,USA,Southwest,(281) 942-3171,dimensionscomics@gmail.com,dimensions-comics.com,Open
Discount Hobby,5700 Beckley Road Ste E20c,Battle Creek,MI,49015,USA,Midwest,(269) 979-2262,,discounthobby.com,Open
Dizzy Dugout Cards & Comics,121 E Main Street,Collinsville,IL,62234,USA,Midwest,(618) 345-6453,facebook@dizzydugout.com,dizzydugout.com,Open
Dork Forest Comics,14 E Main St,Clifton Springs,NY,14432,USA,Northeast,(315) 462-6011,dorkforestcomics@yahoo.com,facebook.com/dorkforestcomics,Open
Downtown Comics,8925 S Meridian St,Indianapolis,IN,46217,USA,Midwest,(317) 885-6395,north@downtowncomics.com,downtowncomics.com,Open
Dr Volts Comic Connection,79 S Rio Grande St,Salt Lake City,UT,84101,USA,West,(801) 485-6114,drvolts@gmail.com,drvolts.com,Open
Dragons Keep,260 N University Ave,Provo,UT,84601,USA,West,(801) 373-3482,thedragonskeep@gmail.com,dragonskeep.com,Open
Dragons Lair Comics & Fantasy,2438 W Anderson Ln Ste B1,Austin,TX,78757,USA,Southwest,512-454-2399,info@dlair.net,dlair.net,Open
Dream-Land Comics,4626 Broadway,Depew,NY,14043,USA,Northeast,716-901-5484,bloseller1975@roadrunner.com,https://www.facebook.com/profile.php?id=100064713755193&locale=en_GB#,Open
Dreamwell Comics,4250 Cochise St,Carson City,NV,89703,USA,West,775-887-1255,dreamwell@att.net,facebook.com/pages/Dreamwell-Comics/115450145144081,Open
Earth Prime Comics,154 Church St,Burlington,VT,5401,USA,Northeast,802-860-0581,,instagram.com/earthprimevt,Open
Earth-2 Comics & Collectibles,15017 Ventura Blvd,Sherman Oaks,CA,91403,USA,West,818-386-9590,earth2comics@gmail.com,earth2comics.com,Open
Eds Cards & Comics,5857 Palmer Park Blvd,Colorado Springs,CO,80915,USA,West,719-596-9128,,,Open
Empire Comics,1069 Abbott Rd,Buffalo,NY,14220,USA,Northeast,716-382-8459,empirecomicssouthbuffalo@outlook.com,empirecomicssouthbuffalo.com,Open
Empires Comics Vault,2357 Arden Way,Sacramento,CA,95825,USA,West,916-924-0775,empirescv@hotmail.com,empirescv.com,Open
Endgame Comics and Collectibles,294 E Main St Ste A,Ventura,CA,93001,USA,West,805-628-9006,,,Open
Exile Comics,2688 Third Ave,Bronx,NY,10454,USA,Northeast,917-471-9474,,instagram.com/exilecomicsny,Open
Expired Robot,1477 NJ-23 Unit 4,Butler,NJ,7405,USA,Northeast,973-750-1377,,expiredrobot.com,Open
Fan-Quest Comics and Games,850 W 32nd St #1,Yuma,AZ,85364,USA,West,928-726-0247,honeygurl9@yahoo.com,facebook.com/groups/139025569500754,Open
Fantasy Books & Games,2247 First St,Livermore,CA,94550,USA,West,925-449-5233,fantasybooksandgames@gmail.com,fantasybooksandgames.com,Open
Fantasy Books,1113 E Main St,Belleville,IL,62220,USA,Midwest,618-235-0844,info@fantasybooksinc.com,fantasybooksinc.com,Open
Fourth World Comics,33 Route 111,Smithtown,NY,11787,USA,Northeast,631-366-4440,,fourthworldcomics.com,Open
Friendly Franks Comic Cavern,6320 NW Barry Rd,Kansas City,MO,64154,USA,Midwest,816-746-4569,,bbopcomics.com,Open
Funky Town Toys - Comics & Collectibles,45249 Van Dyke Ave,Utica,MI,48317,USA,Midwest,586-843-3684,funkytowntoys@gmail.com,facebook.com/FunkyTownToys,Open
Funny Business Comic Shop,896 N Garey Ave,Pomona,CA,91767,USA,West,909-868-1974,samanieg@verizon.net,fbcomicshop.com,Open
Galaxy Collectibles,431 5th Ave,Brooklyn,NY,11215,USA,Northeast,718-499-3222,galaxycomicsparkslope@aol.com,enterthegalaxy.com,Open
"Adventure, Ink",108 E Main St,Milan,MI,48160,USA,Midwest,(734) 545-8899,adventureinkcomics@gmail.com,adventureink.xyz,Open
"Books, Comics & Things",5808 W Jefferson Blvd,Fort Wayne,IN,46804,USA,Midwest,(260) 755-2425,bct@bctcomics.com,bctcomics.com,Open
"CardWizards Cards, Comics & More",5605 W 7th St,Texarkana,TX,75501,USA,Southwest,(903) 490-3802,cardwizardstxk@gmail.com,thecardwizards.com,Open
"Dimensions Comics, Music & More",323 W Main St,La Porte,TX,77571,USA,Southwest,(281) 942-3171,dimensionscomics@gmail.com,dimensions-comics.com,Open
"Fistful of Cards Toys, Games & Comics",901 S China Lake Blvd Ste 300,Ridgecrest,CA,93555,USA,West,(442) 966-9891,fistfulofcardsrc@gmail.com,fistfulofcardstoysgames.com,Open
"Game Over Comics, Cards, And Collectibles",911 B S Main St,Burlington,NC,27215,USA,Southeast,(336) 270-0538,gameoverccc@gmail.com,gameovercomics.net,Open
"Mr K's Used Books, Music and More",4 Mark Twain Ct,Johnson City,TN,37604,USA,Southeast,(423) 610-1088,,mrksusedbooks.com,Open
"Rainbow Comics, Cards & Collectibles",6891 A St Ste 104,Lincoln,NE,68510,USA,Midwest,(402) 975-8332,taylorfromrainbow@gmail.com,rainbowcomicsandcards.com,Open
"Raven's Comics, Collectibles & Books",2016 E Southport Rd #1,Indianapolis,IN,46227,USA,Midwest,(317) 787-8288,,,Open
"Retro 2 New Games, Comics, and Cards",2403 Hwy 71 S Ste B,Marianna,FL,32448,USA,Southeast,(850) 693-1221,retro2newgames007@gmail.com,,Open
"SCG Hobby, Latrobe",1025 Latrobe 30 Plaza Suite 129,Latrobe,PA,15650,USA,Northeast,(724) 879-4648,latrobe@scghobby.com,scghobby.com,Open
"The Cave Cards, Comics & Collectibles",6625 Superior Ave,Sarasota,FL,34231,USA,Southeast,(941) 284-5952,,thecaveccc.com,Open
"The Comic Book Shop, Spokane Valley",11510 E Sprague Ave,Spokane Valley,WA,99206,USA,West,(509) 703-7600,comicbookshopvalley@gmail.com,thecomicbookshop.net,Open
"The Daycare Kids? Comics, Toys and Antiques",704 Ingram Blvd,West Memphis,AR,72301,USA,Southeast,(870) 733-4059,thedaycarekids@gmail.com,facebook.com/Mr.RobertsDaycareKids,Open
"The Deep Comics, Games & Toys",2205 Mock Road SW,Huntsville,AL,35801,USA,Southeast,(256) 532-1292,edward@deepcomics.com,deepcomics.com,Open
"The Grumpy Old Man's Comics, Art & Collectibles",1737 NW 56th St Suite 102,Seattle,WA,98107,USA,West,(206) 257-0557,grumpyoldmanscomicsart@gmail.com,grumpyoldmanscomicsartcollectibles.com,Open
"The Multiverse Comics, Games, & Collectibles",931 Melbourne Rd,Hurst,TX,76053,USA,Southwest,(817) 616-3052,staff@multiverse.shop,multiverse.shop,Open
"Why So Serious Comics, Cards, & Collectibles",324 S Duke St,La Fayette,GA,30728,USA,Southeast,(706) 639-0685,seriouscomics324@gmail.com,,Open
1 Stop Card Shop and Games,17777 Lower Boones Ferry Rd Suite C,Lake Oswego,OR,97035,USA,West,(503) 305-7620,info@1StopCardShopAndGames.com,1stopcardshopandgames.com,Open
1.21 Gigawatts Comics Toys and Nostalgia,601 N Main St,Borger,TX,79007,USA,Southwest,(407) 927-8606,gigawattscomicsntoys@gmail.com,https://www.facebook.com/1.21Gigawattscomics/,Unknown
181 Comics and Collectables,8907 Benbrook Blvd Suite A,Fort Worth,TX,76126,USA,Southwest,(817) 439-9767,181comicsllc@gmail.com,linktr.ee/181comics,Open
1811 Comics,56 E Spring St,Williamsville,NY,14221,USA,Northeast,(716) 633-2424,sweetjennyswilliamsville@aol.com,facebook.com/1811comics,Open
217 Comics Cards & Games,1820 Adlai Stevenson Dr,Springfield,IL,62703,USA,Midwest,(217) 572-0791,,217comics.com,Open
26/40 Comics,1068 Highlands Dr,Erie,CO,80516,USA,West,(912) 596-3365,,instagram.com/2640_comics,Open
3 C's Hobby & Model,12755 County Road 35,Sterling,CO,80751,USA,West,(970) 522-1089,,3-cs-hobbies.business.site,Open
3 Keys Comics,595 W Exchange St,Crete,IL,60417,USA,Midwest,(708) 279-7643,wesellcomixx@gmail.com,3keyscomics.com,Open
3rd Coast Comics,3828 S Texas Ave,Bryan,TX,77802,USA,Southwest,(979) 492-2013,terry@thirdcoastcomics.com,3rdcoastcomicshop.square.site,Open
4th Wall Comics,1224 Millersville Pike,Lancaster,PA,17603,USA,Northeast,(717) 208-3524,4thwallcomicslancaster@gmail.com,4thwallcomicslancaster.com,Open
808 Collectibles,945 Kamehameha Hwy #10,Pearl City,HI,96782,USA,West,(808) 230-5980,,,Open
901 Comics East,8551 Macon Rd,Cordova,TN,38018,USA,Southeast,(901) 249-7959,901comicseast@gmail.com,901comics.com,Open
A AND A Comics,970 N French Rd,Buffalo,NY,14228,USA,Northeast,(716) 553-7678,,ebay.com/str/aandacomics,Unknown
A New Chapter,109 E Wood St,Paris,TN,38242,USA,Southeast,(731) 363-0571,anewchapterparis@gmail.com,,Unknown
A to Z Comics,1300 SW US Highway 40,Blue Springs,MO,64015,USA,Midwest,(816) 224-0505,,atozcomics.com,Open
A walk in time,1626 6th Ave,Charleston,WV,25387,USA,Southeast,(304) 220-0476,awalkintime2020@gmail.com,awalkintime.com,Open
A&A Comic Book Store,421 N Pennsylvania Ave,Lansing,MI,48912,USA,Midwest,(517) 303-3445,rubengarciaaacbs@gmail.com,aacomicbookstore.com,Open
A+ Comics & Collectibles II,115 N Locust Hill Dr,Lexington,KY,40509,USA,Southeast,(859) 269-6633,staff2@apluscomics.com,apluscomics.com,Open
AA Comics and Cards,610 Cumberland St,Lebanon,PA,17042,USA,Northeast,(717) 644-9345,contact@aacomicsandcards.com,aacomicsandcards.com,Open
Acme Comics Downtown,335 S Davie St,Greensboro,NC,27401,USA,Southeast,(336) 663-7041,shopacme@acmecomics.com,acmecomics.com,Open
Adam's Action Figures & Comics,4039 State Route 14,Rootstown,OH,44272,USA,Midwest,(330) 518-7324,adamsabol7@netzero.net,adamsactionfiguresandcomics.com,Open
Adventures in Ink,15201 Ronald Reagan Blvd Suite 210,Leander,TX,78641,USA,Southwest,(512) 671-0392,eliroberts@aiicomics.com,aiicomics.com,Open
Air Capital Comics,2611 E Harry St,Wichita,KS,67211,USA,Midwest,(316) 630-8060,contact@aircapitalcomics.com,aircapitalcomics.com,Open
Alchemist's Cove Games & Comics,25 W Main St Suite 4,Schuylkill Haven,PA,17972,USA,Northeast,(570) 593-8187,alchemistscove@gmail.com,alchemistscove.com,Open
Alien Entertainment Store,702 S Main St,Lombard,IL,60148,USA,Midwest,(630) 519-3415,cs@alienentertainmentstore.com,alienentertainment.com,Open
Jack's Comics & More,1395 US-1 Ste C,St. Augustine,FL,32084,USA,Southeast,(904) 829-0944,allbookscomics@gmail.com,jackscomicsandmore.com,Open
All C's Collectibles,2510 E Arapahoe Rd,Centennial,CO,80122,USA,West,(303) 770-0042,allcs@comcast.net,allcscollectibles.com,Open
All Star Books and Collectibles,29207 Gratiot Ave,Roseville,MI,48066,USA,Midwest,(313) 348-0515,,,Open
All Star Cards,3800 W Saginaw Hwy Ste 4,Lansing,MI,48917,USA,Midwest,(517) 977-0109,allstarny3800@yahoo.com,facebook.com/p/All-Star-Cards-100058870164029,Open
All Star Comics,3520 FM 365,Nederland,TX,77627,USA,Southwest,(409) 724-6077,allstar.comics@gmail.com,allstarcomicsonline.com,Open
Alpha Comics and Games,1601 Willow Lawn Dr Suite 300-B,Richmond,VA,23230,USA,Southeast,(804) 282-5532,alex@alphacomics.com,alphacomics.com,Open
Alpha Quadrant Games,3353 East State Road 60,Valrico,FL,33594,USA,Southeast,(813) 786-5605,alphaquadrant13@gmail.com,alphaquadrantgames.com,Open
Alter Ego Comics & Games,2828 N Main St,Baytown,TX,77521,USA,Southwest,(281) 839-7127,alteregoccg@gmail.com,alteregocng.com,Open
Alternate Dimension Toys,126 S State St Ste 101,Newtown,PA,18940,USA,Northeast,(215) 944-8595,alternatedimensiontoys@gmail.com,instagram.com/alternatedimensiontoys,Open
Amaya Bros Comics,357 Cambridge St,Cambridge,MA,2141,USA,Northeast,(617) 714-4108,info@amayabroscomics.com,amayabroscomics.com,Open
Amazing Action Comics,1715 N Portland Ave,Oklahoma City,OK,73107,USA,Southwest,(405) 708-3828,,,Open
Amazing Imaginarium,1113 Howard St,Omaha,NE,68102,USA,Midwest,(402) 594-7061,imaginariumomaha@gmail.com,amazingimaginarium.com,Open
America's Heroes Comics & Games,3401 W Stan Schlueter Loop Ste 8,Killeen,TX,76549,USA,Southwest,(254) 501-8556,,americasheroescomicskilleen.com,Open
AnZ Comics,12525 Fondren Rd Suite N,Houston,TX,77035,USA,Southwest,(409) 292-9552,info@anzcomics.com,anzcomics.com,Open
Anastasia's Collectibles,805 S Harbor Blvd,Fullerton,CA,92832,USA,West,(714) 784-6892,anastasiascollectibles@hotmail.com,acdisney.square.site,Open
Andyseous Odyssey,2910 S Beckley Ave Suite 175,Dallas,TX,75224,USA,Southwest,(469) 493-7156,info@andyseous-odyssey.com,andyseous-odyssey.com,Open
Angelo's Comics,181 Balboa St,San Marcos,CA,92069,USA,West,(619) 727-0414,comicsbyangelo@gmail.com,ebay.com/str/angeloscomicbooksandmore,Open
Angry Comics,1330 Bragg Blvd,Fayetteville,NC,28301,USA,Southeast,(910) 920-0389,angrycomics@me.com,angrycomics.com,Open
Animazed,8613 Glenwood Ave Suite 101,Raleigh,NC,27617,USA,Southeast,(919) 836-6015,animazedstore@gmail.com,animazedstore.com,Open
Anime Pavilion,7700 Backlick Rd Suite C,Springfield,VA,22150,USA,Southeast,(703) 534-1544,manager@animepavilion.com,animepavilion.com,Open
Another Comic Shop,1341 E Kearney St Ste 100,Springfield,MO,65803,USA,Midwest,(417) 812-9483,jeff@anothercomicshop.biz,anothercomicshop.com,Open
Another Planet Comics & Other Stuff,530 SW 11th St,Lawton,OK,73501,USA,Southwest,(580) 919-8564,anotherplanetcomics65@gmail.com,ebay.com/str/anotherplanetcomics,Open
Apotheosis Comics & Lounge,3206 S Grand Blvd,Saint Louis,MO,63118,USA,Midwest,(314) 802-7090,astlcomics@gmail.com,shopapotheosis.com,Open
Arkham Asylum Comics,2550 S Nova Rd Unit 8,South Daytona,FL,32119,USA,Southeast,(386) 310-4540,arkham.comics.2023@gmail.com,arkhamasylumcomics.com,Open
Arkham Gift Shoppe Comics,4091 William Flynn Hwy #500,Allison Park,PA,15101,USA,Northeast,(412) 486-3140,arkhamgiftshoppe@gmail.com,arkhamgiftshoppe.com,Open
Asylum Comics,5360 N Mesa St Ste L12,El Paso,TX,79912,USA,Southwest,(915) 875-8600,asylumcomics1@gmail.com,facebook.com/asylumcomicsandcards,Open
